"A2A SPA ","Valotti Giovanni","Presidente e Componente del Comitato Esecutivo"
,"Nicodano Umberto Carlo Maria",Amministratore
,"Cavallini Giovanni",Amministratore
"BRIOSCHI SVILUPPO IMMOBILIARE SPA ","Pezzoli Luigi Arcangelo",Presidente
,"Lanza Marco Abramo",Amministratore
,"Di Giovanna Giuseppe",Amministratore
,"Colombo Fabrizio Natale Pietro",Amministratore
,"Nyquist Anna Elisabet",Amministratore
,"Cabassi Matteo Giuseppe",Amministratore
,"Salerno Mariateresa Diana",Amministratore
"BRUNELLO CUCINELLI SPA ","Cucinelli Brunello","Presidente e Amministratore Delegato"
,"Pontremoli Andrea",Amministratore
,"Ciarapica Moreno",Amministratore
,"Manfredi Giovanna",Amministratore
,"Koo Candice",Amministratore
,"Labianca Giuseppe",Amministratore
,"Stefanelli Riccardo",Amministratore
,"Cucinelli Camilla",Amministratore
,"Marzotto Matteo",Amministratore
"BUZZI UNICEM SPA ","Buzzi Alessandro","Presidente onorario"
,"Buzzi Enrico",Presidente
,"Buzzi Veronica","Vice Presidente"
,"Buzzi Pietro","Amministratore Delegato"
,"Buzzi Michele","Amministratore Delegato"
,"Gilli Linda Orsola",Amministratore
,"Fumagalli Romario Aldo",Amministratore
,"Rocca Gianfelice",Amministratore
,"Brega Oliviero Maria",Amministratore
,"Sella Maurizio",Amministratore
,"Weigmann Marco",Amministratore
,"Dyckerhoff York",Amministratore
,"Fornero Elsa Maria Olga",Amministratore
,"Burlando Paolo",Amministratore
"CAD IT SPA ","Dal Cortivo Giuseppe","Presidente e Amministratore Delegato"
,"Magnani Giampietro","Vice Presidente e Amministratore Delegato"
,"Zanella Luigi","Vice Presidente e Amministratore Delegato"
,"Dal Cortivo Giulia","Amministratore Delegato"
,"Dal Cortivo Paolo","Amministratore Delegato"
,"Rizzoli Maurizio",Amministratore
,"Lambertini Lamberto",Amministratore
,"Tosoni Gianpaolo",Amministratore
,"Burkhart Thomas",Amministratore
,"Pedrollo Alessandra",Amministratore
"CAIRO COMMUNICATION SPA ","Cairo Urbano Roberto",Presidente
,"Fornara Uberto","Amministratore Delegato"
,"Cairo Laura Maria",Amministratore
,"Magnocavallo Antonio",Amministratore
,"Petruccioli Stefania",Amministratore
,"Sala Mauro",Amministratore
,"Pompignoli Marco",Amministratore
,"Rezzonico Roberto",Amministratore
,"Janni Marco",Amministratore
,"Cairo Roberto",Amministratore
"CALEFFI SPA ","Caleffi Giuliana",Presidente
,"Federici Rita","Vice Presidente"
,"Ferretti Guido","Amministratore Delegato"
,"Ravazzoni Roberto",Amministratore
,"Favagrossa Raffaello",Amministratore
,"Boselli Mario",Amministratore
"CALTAGIRONE EDITORE SPA ","Caltagirone Francesco Gaetano",Presidente
,"Caltagirone Azzurra","Vice Presidente"
,"Caltagirone Gaetano","Vice Presidente"
,"Delfini Mario",Amministratore
,"Majore Albino",Amministratore
,"Caltagirone Tatiana",Amministratore
,"Nattino Giampietro",Amministratore
,"Confortini Massimo",Amministratore
,"Caltagirone Alessandro",Amministratore
,"Caltagirone Francesco",Amministratore
"CALTAGIRONE SPA ","Caltagirone Francesco Gaetano",Presidente
,"Caltagirone Gaetano","Vice Presidente"
,"Caltagirone Azzurra","Vice Presidente"
,"Delfini Mario",Amministratore
,"Majore Albino",Amministratore
,"Caltagirone Tatiana",Amministratore
,"Passeggio Filomena",Amministratore
,"Moscatelli Sarah",Amministratore
,"Caltagirone Elisabetta",Amministratore
,"Caltagirone Alessandro",Amministratore
,"Caltagirone Francesco",Amministratore
"CARRARO SPA ","Carraro Enrico",Presidente
,"Carraro Tomaso","Vice Presidente"
,"Negri Alberto","Amministratore Delegato"
,"Pittini Marina",Amministratore
,"Buttignon Fabio",Amministratore
,"Bossard Alexander Josef",Amministratore
,"Manna Marina",Amministratore
"CEMBRE SPA ","Rosani Giovanni","Presidente e Amministratore Delegato"
,"Onofri Anna Maria","Vice Presidente"
,"Bottini Bongrani Aldo",Amministratore
,"De Vecchi Giovanni",Amministratore
,"Maccarini Giancarlo",Amministratore
,"Fada Fabio Claudio",Amministratore
,"La Pietra Paolo Giuseppe",Amministratore
,"Rosani Sara",Amministratore
"CEMENTIR HOLDING SPA ","Caltagirone Francesco","Presidente e Amministratore Delegato e Componente del Comitato Esecutivo"
,"Carlevaris Carlo","Vice Presidente"
,"Delfini Mario","Amministratore e Componente del Comitato Esecutivo"
,"Corsico Fabio",Amministratore
,"Di Benedetto Paolo",Amministratore
,"Caltagirone Azzurra",Amministratore
,"Caltagirone Edoardo",Amministratore
,"Ciliberto Mario",Amministratore
,"Nicolini Riccardo","Amministratore e Componente del Comitato Esecutivo"
,"Caltagirone Saverio",Amministratore
,"Caltagirone Alessandro",Amministratore
,"Mancini Chiara",Amministratore
,"De Romanis Veronica",Amministratore
"CENTRALE DEL LATTE DI TORINO & C. SPA ","Luzzati Luigi",Presidente
,"Pozzoli Riccardo","Vice Presidente e Amministratore Delegato"
,"Macchiavello Maurizio","Amministratore Delegato"
,"Tazzetti Alberto",Amministratore
,"Forchino Antonella",Amministratore
,"Artom Adele",Amministratore
,"Roasio Luciano",Amministratore
,"Fornero Elsa Maria Olga",Amministratore
,"Turinetto Germano",Amministratore
"CERVED INFORMATION SOLUTIONS SPA ","Cerchiai Fabio","Presidente e Componente del Comitato Esecutivo"
,"De Bernardis Gianandrea","Amministratore Delegato"
,"Caverni Mara Anna Rita","Amministratore e Componente del Comitato Esecutivo"
,"Mazza Giampiero",Amministratore
,"De Palma Giorgio",Amministratore
,"Quitadamo Federico",Amministratore
,"Ferrante Andrea",Amministratore
,"Nespolo Marco",Amministratore
,"De Jaime Guijarro Francisco Javier",Amministratore
,"Regina Aurelio","Amministratore e Componente del Comitato Esecutivo"
,"Delle Curti Sabrina",Amministratore
"CHL - CENTRO HL DISTRIBUZIONE SPA ","Franchi Federigo",Presidente
,"Franchi Fernando","Amministratore Delegato"
,"Bologni Elke Veronica Alessandra",Amministratore
,"Cappelli Donata",Amministratore
,"Guzzinati Francesco",Amministratore
,"De Sanctis Alessandro",Amministratore
,"Tognetti Andrea",Amministratore
"CICCOLELLA SPA ","Ciccolella Corrado","Presidente e Amministratore Delegato"
,"Serafini Valeria",Amministratore
,"Giannelli Gianvito",Amministratore
,"Bollino Carlo Andrea",Amministratore
,"Petrera Gianluca",Amministratore
"CIR SPA - COMPAGNIE INDUSTRIALI RIUNITE ","De Benedetti Carlo","Presidente onorario"
,"De Benedetti Rodolfo",Presidente
,"Mondardini Monica","Amministratore Delegato"
,"Micossi Stefano",Amministratore
,"Tabellini Guido",Amministratore
,"Giannini Silvia",Amministratore
,"Botticini Maristella",Amministratore
,"Recchi Claudio",Amministratore
,"De Benedetti Marco",Amministratore
,"Bracchi Giampio",Amministratore
,"Debenedetti Franco",Amministratore
,"Girard Franco Roberto",Amministratore
,"De Benedetti Edoardo Enzo Tito",Amministratore
,"Pistauer Michael",Amministratore
"CLASS EDITORI SPA ","Uckmar Victor",Presidente
,"Panerai Paolo Andrea","Vice Presidente e Amministratore Delegato"
,"Magnaschi Pierluigi","Vice Presidente"
,"Panerai Luca Nicolo' Paolo","Vice Presidente"
,"Capolino Gabriele","Amministratore Delegato"
,"Mattei Andrea","Amministratore Delegato"
,"Librio Samanta",Amministratore
,"Martellini Maria",Amministratore
,"Terrenghi Elena",Amministratore
,"Carfagna Maurizio",Amministratore
,"Kann Peter R",Amministratore
,"Riccardi Angelo",Amministratore
,"Vassallo Maria Grazia",Amministratore
,"Bolster William",Amministratore
"COFIDE - GRUPPO DE BENEDETTI SPA ","De Benedetti Carlo","Presidente onorario"
,"De Benedetti Rodolfo",Presidente
,"De Benedetti Edoardo",Amministratore
,"Candiani Silvia Michela",Amministratore
,"Ferrero Pierluigi",Amministratore
,"De Benedetti Marco",Amministratore
,"Cornelli Francesca",Amministratore
,"Dubini Paola",Amministratore
,"Cremona Massimo",Amministratore
,"Oughourlian Joseph Marie",Amministratore
,"Guasti Francesco Giovanni",Amministratore
,"Robotti Roberto",Amministratore
"COMPAGNIA IMMOBILIARE AZIONARIA - CIA SPA ","Riccardi Angelo",Presidente
,"Panerai Paolo Andrea","Vice Presidente"
,"Fanfani Marco","Amministratore Delegato"
,"Panerai Luca Nicolo' Paolo","Amministratore Delegato"
,"Morante Andrea",Amministratore
,"Carfagna Maurizio",Amministratore
,"Cattaneo Della Volta Giovanni Battista",Amministratore
,"Manes Vincenzo",Amministratore
,"Vassallo Maria Grazia",Amministratore
,"Costa Novaro Nicoletta Stefania",Amministratore
,"Panerai Beatrice",Amministratore
,"Vitiello Umberto",Amministratore
"CONAFI PRESTITO' SPA ","Chiolo Nunzio","Presidente e Amministratore Delegato"
,"Cora' Adolfo",Amministratore
,"Gerardo Marco",Amministratore
,"Sanfelice Di Bagnoli Valentina",Amministratore
,"Pontillo Mauro",Amministratore
,"Chiolo Simona",Amministratore
,"Vimercati Giuseppe",Amministratore
"CREDITO EMILIANO SPA ","Ferrari Giorgio",Presidente
,"Zanon Di Valgiurata Lucio Igino","Vice Presidente e Componente del Comitato Esecutivo"
,"Maramotti Ignazio","Vice Presidente e Componente del Comitato Esecutivo"
,"Morstofolini Ernestina",Amministratore
,"Spaggiari Corrado",Amministratore
,"Medici Ugo","Amministratore e Componente del Comitato Esecutivo"
,"Alfieri Romano",Amministratore
,"Corradi Enrico","Amministratore e Componente del Comitato Esecutivo"
,"Viani Giovanni",Amministratore
,"Fontanesi Giorgia",Amministratore
,"Renda Benedetto Giovanni Maria",Amministratore
,"Schwizer Paola Gina Maria",Amministratore
"CREDITO VALTELLINESE SOCIETA' COOPERATIVA ","De Censi Giovanni",Presidente
,"Ribolla Alberto","Vice Presidente e Componente del Comitato Esecutivo"
,"Fiordi Miro","Amministratore Delegato e Componente del Comitato Esecutivo"
,"De Santis Paolo","Amministratore e Componente del Comitato Esecutivo"
,"Scarallo Paolo",Amministratore
,"Giudici Paolo Stefano",Amministratore
,"Bruno Tolomei Frigerio Isabella",Amministratore
,"Naccarato Francesco",Amministratore
,"Leonardi Antonio Mario",Amministratore
,"Borroni Mariarosa",Amministratore
,"Pasqua Valter",Amministratore
,"Cogliati Gabriele",Amministratore
,"Martinelli Livia",Amministratore
,"Gritti Gionni",Amministratore
,"Colombo Michele",Amministratore
"CSP INTERNATIONAL FASHION GROUP SPA ","Bertoni Francesco","Presidente e Amministratore Delegato"
,"Bertoni Maria Grazia","Vice Presidente e Amministratore Delegato"
,"Bertoni Mario",Amministratore
,"Lercari Umberto Giulio",Amministratore
,"Bardini Giorgio",Amministratore
"CTI BIOPHARMA CORP ","Nudelman Phillip M",Presidente
,"Bianco James A","Amministratore Delegato"
,"Telling Frederick W",Amministratore
,"Singer Jack W",Amministratore
,"Mundinger Mary O",Amministratore
,"Love Richard L",Amministratore
,"Tuckson Reed V",Amministratore
"DADA SPA ","Beshara Karim Galal Guirgis",Presidente
,"Corbetta Claudio","Amministratore Delegato"
,"Antaki Fadi",Amministratore
,"Sursock Sophie",Amministratore
,"Adami Lami Barbara",Amministratore
,"Lepri Pollitzer De Pollenghi Lorenzo",Amministratore
,"Gianardi Carolina",Amministratore
,"Maroudia Sofia",Amministratore
,"Tohme Philip",Amministratore
,"Gamaleldin Mahmoud Soliman Elfaham Ragy",Amministratore
,"Bassem Youssef",Amministratore
,"Esclapon Cristiano",Amministratore
,"Mongardi Maurizio",Amministratore
"DAMIANI SPA ","Grassi Damiani Guido Roberto",Presidente
,"Grassi Damiani Silvia Maria","Vice Presidente"
,"Grassi Damiani Giorgio Andrea","Vice Presidente e Amministratore Delegato"
,"Garavaglia Elena Angela Luigia",Amministratore
,"Benaglia Roberta",Amministratore
,"Graidi Stefano",Amministratore
,"Malerba Giancarlo",Amministratore
"DANIELI SPA - OFFICINE MECCANICHE DANIELI & C. ","Benedetti Gianpietro","Presidente e Amministratore Delegato e Componente del Comitato Esecutivo"
,"De Colle Carla","Vice Presidente"
,"Alzetta Franco","Amministratore Delegato e Componente del Comitato Esecutivo"
,"Trivillin Alessandro",Amministratore
,"Brussi Alessandro","Amministratore e Componente del Comitato Esecutivo"
,"Mareschi Danieli Giacomo","Amministratore e Componente del Comitato Esecutivo"
,"Clerici Bagozzi Augusto",Amministratore
,"Mio Chiara",Amministratore
,"Benedetti Camilla",Amministratore
"DATALOGIC SPA ","Volta Romano","Presidente e Amministratore Delegato"
,"Aversa Carlo Achille",Amministratore
,"Volta Filippo Maria",Amministratore
,"Mazzalveri Gaia",Amministratore
,"Todescato Pietro",Amministratore
,"Volta Valentina",Amministratore
,"Di Stefano Luigi",Amministratore
,"Caruso Pier Paolo",Amministratore
"DAVIDE CAMPARI - MILANO SPA ","Garavoglia Luca",Presidente
,"Marchesini Paolo","Amministratore Delegato"
,"Saccardi Stefano","Amministratore Delegato"
,"Kunze Concewitz Robert","Amministratore Delegato"
,"Barcellona Eugenio",Amministratore
,"Ingelfinger Thomas Stefan",Amministratore
,"Guerra Karen Jane",Amministratore
,"Cionini Visani Camilla",Amministratore
,"Perelli Cippo Pasquale Marco",Amministratore
"DEA CAPITAL SPA ","Pellicioli Lorenzo",Presidente
,"Ceretti Paolo","Amministratore Delegato"
,"Salvemini Severino",Amministratore
,"Busso Donatella",Amministratore
,"Drago Roberto",Amministratore
,"Benassi Lino",Amministratore
,"Drago Marco",Amministratore
,"Golfetto Francesca",Amministratore
,"Bifulco Rosario",Amministratore
,"Boroli Marco",Amministratore
"DELCLIMA SPA ","Tazunoki Yasumichi",Presidente
,"Grossi Carlo","Vice Presidente"
,"Guidi Domenico",Amministratore
,"Tagliavini Paola Annunziata",Amministratore
,"Garavaglia Carlo",Amministratore
,"Araki Yoshiomi",Amministratore
,"Wada Yukako",Amministratore
"DE LONGHI SPA ","De' Longhi Giuseppe",Presidente
,"De' Longhi Fabio","Vice Presidente e Amministratore Delegato"
,"Corrada Renato",Amministratore
,"Pagni Maria Cristina",Amministratore
,"De Longhi Silvia",Amministratore
,"Clo' Alberto",Amministratore
,"Sartori Silvio",Amministratore
,"Petruccioli Stefania",Amministratore
,"Garavaglia Carlo",Amministratore
,"Sandri Giorgio",Amministratore
"DIASORIN SPA ","Denegri Gustavo",Presidente
,"Denegri Michele","Vice Presidente"
,"Rosa Carlo","Amministratore Delegato"
,"Garibaldi Ezio",Amministratore
,"Amo Enrico Mario",Amministratore
,"Even Chen Menachem",Amministratore
,"Moscetti Franco",Amministratore
,"Alessandria Giuseppe",Amministratore
,"Altara Stefano",Amministratore
,"Boniolo Antonio",Amministratore
,"Landini Maria Paola",Amministratore
,"Somati Roberta",Amministratore
,"Desana Eva Raffaella",Amministratore
"DIGITAL BROS SPA ","Galante Abramo","Presidente e Amministratore Delegato"
,"Galante Raffaele","Amministratore Delegato"
,"Salbe Stefano Mario Guido",Amministratore
,"Florean Lidia",Amministratore
,"Treves Dario Italo",Amministratore
,"Morini Elena",Amministratore
,"Soresina Bruno",Amministratore
,"Guetta Giudo Ascer",Amministratore
,"Galante Davide",Amministratore
"DMAIL GROUP SPA ","Farina Vittorio",Presidente
,"Laurenzano Alessio","Amministratore Delegato"
,"Secco Francesca",Amministratore
,"Chelo Emanuela",Amministratore
,"Volpi Mario",Amministratore
,"Cardinale Annamaria",Amministratore
"EDISON SPA ","Lévy Jean-bernard",Presidente
,"Benayoun Marc","Amministratore Delegato"
,"Lescoeur Bruno","Amministratore Delegato"
,"Verdier Naves Nicole",Amministratore
,"Di Benedetto Paolo",Amministratore
,"Piquemal Thomas",Amministratore
,"Bigois Beatrice Marie",Amministratore
,"Gros Pietro Gian Maria",Amministratore
,"Esper Philippe",Amministratore
,"Tocci Nathalie",Amministratore
"EEMS ITALIA SPA ","Mutti Paolo Andrea","Presidente e Amministratore Delegato"
,"Mutti Marco Stefano",Amministratore
,"Pieri Luca",Amministratore
,"Carotti Nicoletta",Amministratore
,"Bontempo Roberta",Amministratore
"EI TOWERS SPA ","Giussani Alberto",Presidente
,"Barbieri Guido","Amministratore Delegato"
,"Gottardi Valter","Amministratore Delegato"
,"Sironi Francesco",Amministratore
,"Casali Paola",Amministratore
,"Lo Verso Rosa Maria",Amministratore
,"Cruciatti Manlio",Amministratore
,"Pirotta Michele",Amministratore
,"Invernizzi Piercarlo Maria",Amministratore
"EL.EN. SPA ","Clementi Gabriele",Presidente
,"Cangioli Andrea",Amministratore
,"Bazzocchi Barbara",Amministratore
,"Romagnoli Fabia",Amministratore
,"Legnaioli Michele",Amministratore
,"Pecci Alberto",Amministratore
"ELICA SPA ","Casoli Francesco","Presidente e Amministratore Delegato"
,"Pieralisi Gianna","Amministratore Delegato"
,"Perucchetti Giuseppe","Amministratore Delegato"
,"Pieralisi Gennaro",Amministratore
,"Catania Elio Cosimo",Amministratore
,"Da Ros Katia",Amministratore
,"Vita Enrico",Amministratore
,"Croff Davide",Amministratore
"EMAK SPA ","Bellamico Fausto","Presidente e Amministratore Delegato"
,"Burani Aimone","Vice Presidente"
,"Bartoli Ariello",Amministratore
,"Lanza Alessandra",Amministratore
,"Accorsi Ivano",Amministratore
,"Bartoli Luigi",Amministratore
,"Baldi Francesca",Amministratore
,"Ferrari Giuliano",Amministratore
,"Livatino Massimo",Amministratore
,"Becchi Paola",Amministratore
,"Zambelli Guerrino",Amministratore
,"Spaggiari Vilmo",Amministratore
,"Slanzi Stefano",Amministratore
"ENEL GREEN POWER SPA ","De Paoli Alberto Maria Giuseppe",Presidente
,"Venturini Francesco","Amministratore Delegato"
,"Napolitano Francesca Romana",Amministratore
,"Angelici Carlo",Amministratore
,"Malagnino Giovanni Pietro",Amministratore
,"Muratorio Paola",Amministratore
,"Lombardo Giovanni Battista",Amministratore
,"Anderlini Luca",Amministratore
,"Parodi Borgia Ludovica Maria Vittoria",Amministratore
,"Tarozzi Luciana",Amministratore
"ENEL SPA ","Grieco Maria Patrizia",Presidente
,"Starace Francesco","Amministratore Delegato"
,"Svelto Anna Chiara",Amministratore
,"Bianchi Alberto",Amministratore
,"Girdinio Paola",Amministratore
,"Antoniozzi Alfredo",Amministratore
,"Pera Alberto",Amministratore
,"Taraborrelli Angelo",Amministratore
,"Banchi Alessandro",Amministratore
"ENERVIT SPA ","Sorbini Alberto","Presidente e Amministratore Delegato"
,"Sorbini Giuseppe","Amministratore Delegato"
,"Capelli Carlo",Amministratore
,"Sorbini Maurizia Maria Giulia",Amministratore
,"Alessandri Erica",Amministratore
,"Cornelli Ciro Piero Giuseppe",Amministratore
,"Dorigo Roberto",Amministratore
,"Alessandri Nerio",Amministratore
,"Baldini Stefano",Amministratore
,"Cereda Maurizio",Amministratore
"ENGINEERING - INGEGNERIA INFORMATICA - SPA ","Cinaglia Michele",Presidente
,"Pandozy Paolo","Amministratore Delegato"
,"Zirener Joerg",Amministratore
,"De Nigro Alberto",Amministratore
,"Porfiri Massimo",Amministratore
,"Iorio Armando",Amministratore
,"Mari Giuliano",Amministratore
,"Schlesinger Dario",Amministratore
,"Egidi Gabriella",Amministratore
,"Menicucci Marilena",Amministratore
"ENI SPA ","Marcegaglia Emma",Presidente
,"Descalzi Claudio","Amministratore Delegato"
,"Gemma Andrea",Amministratore
,"Litvack Karina Audrey",Amministratore
,"Lorenzi Alessandro",Amministratore
,"Guindani Pietro Angelo",Amministratore
,"Pagani Fabrizio",Amministratore
,"Profumo Alessandro Stefano Maria",Amministratore
,"Moriani Diva",Amministratore
"ERG SPA ","Garrone Edoardo",Presidente
,"Mondini Giovanni","Vice Presidente"
,"Garrone Alessandro","Vice Presidente"
,"Bettonte Luca","Amministratore Delegato"
,"Costaguta Marco",Amministratore
,"Lanzoni Paolo Francesco",Amministratore
,"Caverni Mara Anna Rita",Amministratore
,"Belcredi Massimo",Amministratore
,"Chieffi Alessandro",Amministratore
,"Ferraris Luigi",Amministratore
,"Merlo Silvia",Amministratore
,"Cominelli Barbara",Amministratore
"ERGYCAPITAL SPA ","Cannatelli Vincenzo",Presidente
,"Tomassini Fabio",Amministratore
,"Moriani Diva",Amministratore
,"Losi Giancarlo",Amministratore
,"Dubini Nicolo'",Amministratore
"ESPRINET SPA ","Monti Francesco",Presidente
,"Rota Maurizio","Vice Presidente e Amministratore Delegato"
,"Cattani Alessandro","Amministratore Delegato"
,"Galbusera Cristina",Amministratore
,"Cavaliere Andrea",Amministratore
,"Casari Valerio",Amministratore
,"Stefanelli Matteo",Amministratore
,"Monti Marco",Amministratore
,"Mauri Chiara",Amministratore
,"Prandelli Emanuela",Amministratore
,"Massari Mario",Amministratore
,"Stefanelli Tommaso",Amministratore
"EUKEDOS SPA ","Iuculano Carlo","Presidente e Amministratore Delegato"
,"Romagnoli Stefano","Amministratore Delegato"
,"Palazzoli Simona","Amministratore Delegato"
,"Nenci Romina Simona",Amministratore
,"Di Lorenzo Marco",Amministratore
,"Iuculano Antonino",Amministratore
,"Del Vecchio Giovanni",Amministratore
,"Turconi Sonia",Amministratore
"EUROTECH SPA ","Siagri Roberto",Presidente
,"Barazza Sandro",Amministratore
,"Antonello Giulio",Amministratore
,"Mio Chiara",Amministratore
,"Paladin Dino",Amministratore
,"Panizzardi Giuseppe",Amministratore
,"Bonomo Paola",Amministratore
,"Costacurta Riccardo",Amministratore
"EXOR SPA ","Elkann John Philip","Presidente e Amministratore Delegato"
,"Marchionne Sergio","Vice Presidente"
,"Nasi Alessandro","Vice Presidente"
,"Avogadro Di Collobiano Vittorio",Amministratore
,"Volpi Michelangelo",Amministratore
,"Rattazzi Lupo",Amministratore
,"Chiura Giovanni",Amministratore
,"Mota De Sousa Horta Osorio Antonio",Amministratore
,"Elkann Ginevra",Amministratore
,"Speyer Robert",Amministratore
,"Fentener Van Vlissingen Anne Marianne",Amministratore
,"Whertheimer Ruth",Amministratore
,"Agnelli Andrea",Amministratore
,"Lee Jae Yong",Amministratore
,"Gerowin Mina",Amministratore
"EXPRIVIA SPA ","Favuzzi Domenico","Presidente e Amministratore Delegato"
,"Altomare Dante","Vice Presidente"
,"Savelli Valeria Anna",Amministratore
,"Daloiso Rosa",Amministratore
,"Laterza Alessandro",Amministratore
,"Forneris Marco",Amministratore
,"Bergantino Angela Stefania",Amministratore
,"Ferrario Mario",Amministratore
,"Albino Vito",Amministratore
,"Viesti Gianfranco",Amministratore
"FALCK RENEWABLES SPA ","Falck Enrico Ottaviano","Presidente e Componente del Comitato Esecutivo"
,"Corbetta Guido Giuseppe","Vice Presidente e Componente del Comitato Esecutivo"
,"Cremona Emilio",Amministratore
,"Marchi Filippo Claudio Neil",Amministratore
,"Poggiali Barbara",Amministratore
,"Caldera Elisabetta",Amministratore
,"Rucellai Bernardo",Amministratore
,"Falck Elisabetta",Amministratore
,"Falck Federico","Amministratore e Componente del Comitato Esecutivo"
,"Milone Libero",Amministratore
"FIDIA SPA ","Morfino Giuseppe","Presidente e Amministratore Delegato"
,"Maidagan Carlos","Vice Presidente"
,"Azzolin Luigino",Amministratore
,"Giovando Guido",Amministratore
,"Zanetti Mariachiara",Amministratore
,"Ferrero Anna",Amministratore
,"Profumo Francesco",Amministratore
"FIERA MILANO SPA ","Rettani Roberto",Presidente
,"Fontana Attilio","Vice Presidente"
,"Ronzulli Licia","Vice Presidente"
,"Peraboni Corrado Arturo","Amministratore Delegato"
,"Bigio Joyce Victoria",Amministratore
,"Borghi Renato",Amministratore
,"Chevallard Pier Andrea Paolo Edoardo",Amministratore
,"Robiglio Romeo",Amministratore
,"Rutigliano Vincenza Patrizia",Amministratore
"F.I.L.A. FABBRICA ITALIANA LAPIS ED AFFINI SPA ","Mion Gianni",Presidente
,"Candela Massimo","Amministratore Delegato"
,"Zucchetti Fabio",Amministratore
,"Ravagli Sergio",Amministratore
,"Caccia Dominioni Gerolamo",Amministratore
,"Pelosin Luca",Amministratore
,"Prandstraller Francesca",Amministratore
,"Barbera Annalisa",Amministratore
,"Candela Alberto",Amministratore
"FINCANTIERI SPA ","Petrone Vincenzo",Presidente
,"Bono Giuseppe","Amministratore Delegato"
,"Molinotti Anna",Amministratore
,"Cesare Massimiliano",Amministratore
,"Anichini Simone",Amministratore
,"Santarelli Paola",Amministratore
,"Pattofatto Leone",Amministratore
,"Scudieri Paolo",Amministratore
"FINECOBANK BANCA FINECO SPA ","Cotta Ramusino Enrico",Presidente
,"Saita Francesco","Vice Presidente"
,"Foti Alessandro Marco","Amministratore Delegato"
,"Guindani Pietro Angelo",Amministratore
,"Bertolli Gianluigi",Amministratore
,"Grosoli Mariangela",Amministratore
,"Penna Laura Stefania",Amministratore
,"Natale Marina",Amministratore
,"Ielo Girolamo",Amministratore
"FNM SPA ","Gibelli Andrea Angelo",Presidente
,"Arnoldi Gianantonio Battista","Vice Presidente"
,"Garavaglia Fabrizio","Vice Presidente"
,"Pisanti Elinora",Amministratore
,"Soprano Vincenzo",Amministratore
"FULLSIX SPA ","Benatti Marco","Presidente e Componente del Comitato Esecutivo"
,"Meani Francesco Antonio","Amministratore Delegato e Componente del Comitato Esecutivo"
,"Montanari Werther",Amministratore
,"Marcarini Michaela",Amministratore
,"Pagani Guazzugli Bonaiuti Massimo",Amministratore
,"Pierri Paola",Amministratore
,"Marzolla Geraldina",Amministratore
"GABETTI PROPERTY SOLUTIONS SPA ","Prete Fabrizio",Presidente
,"Busso Roberto","Amministratore Delegato"
,"Longhini Patrizia",Amministratore
,"Marcegaglia Emma",Amministratore
,"Marcegaglia Antonio",Amministratore
,"Papa Franco Carlo",Amministratore
"GAS PLUS SPA ","Usberti Davide","Presidente e Amministratore Delegato"
,"Laforgia Domenico",Amministratore
,"Gilioli Lino",Amministratore
,"Biase Nicola",Amministratore
,"Pistorelli Roberto",Amministratore
,"Triunfo Cinzia",Amministratore
,"Varisco Anna Maria",Amministratore
,"Olrandi Lisa",Amministratore
"GEFRAN SPA ","Franceschetti Ennio",Presidente
,"Gallus Romano","Vice Presidente"
,"Franceschetti Maria Chiara","Amministratore Delegato"
